title,authors,abstract,year,keywords,doi,url,type
Cloud Computing for Beginners,"Dr. Shaheen Layaq, Dr. Arpitha Pakalapati","<p><strong>Cloud Computing for Beginners&nbsp;</strong>is a comprehensive guide that introduces readers to the rapidly evolving world of cloud technologies, making complex concepts accessible to students, educators, and technology enthusiasts. The book begins with a solid foundation in cloud fundamentals, explaining essential concepts, service models, deployment strategies, and security principles. It highlights the growing importance of cloud adoption in business and IT, showcasing how organizations leverage cloud solutions for cost efficiency, scalability, and digital transformation.</p>
<p>Moving beyond the basics, the text delves into the management of cloud services and solutions, addressing key operational aspects such as governance, service delivery models, provisioning, resiliency, and disaster recovery strategies. A dedicated section on virtualization technologies offers a detailed understanding of the backbone of cloud infrastructure, including hypervisors, storage virtualization, logical partitioning, and the architecture of virtualized data centers.</p>
<p>The book also provides an in-depth review of leading cloud service providers including Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP) offering insights into their unique features, pricing models, and service offerings. With clear explanations, real-world examples, and practical perspectives, the text bridges both technical and managerial dimensions of cloud computing, equipping readers with the knowledge to make informed decisions in adopting and utilizing cloud solutions.</p>
<p>Designed as both an academic resource and a practical handbook, this book serves as an essential reference for students exploring information technology, professionals seeking to enhance their cloud expertise, and businesses embarking on their cloud adoption journey. It emphasizes not only the technological aspects but also the strategic importance of cloud computing in driving innovation, efficiency, and resilience in today&rsquo;s digital era.</p>",2025,Cloud,10.5281/zenodo.16916972,,publication
Digital and academic libraries through cloud computing,"Karthika, Sivanandham, Dominic, John, Sivankalai, Sivankalai","<p>In an era characterized by the dominance of digital information, libraries have undergone significant transformations, evolving from traditional brickand-mortar institutions to dynamic hubs of digital knowledge. The emergence of digital libraries, which give users access to vast collections of digital resources, has facilitated this evolution. However, effective management of digital resources poses numerous challenges, including issues related to storage, preservation, and accessibility. In response, cloud computing has developed as a powerful solution for addressing these challenges and revolutionizing how libraries operate. Cloud computing reduces the need for expensive infrastructure expenditures and increases flexibility and scalability by allowing libraries to store, manage, and access digital resources remotely over the internet. This paper examines the intersection of digital libraries and cloud computing, examining the role of cloud computing in modern libraries and its implications for the future of information management. By analyzing current trends, case studies, and best practices, this paper provides insights into the benefits and challenges of adopting cloud computing in the context of academic libraries.</p>",2025,"Academic libraries, AL, Cloud computing, Digital libraries, Digital resources, Deep learning, Information management",10.11591/ijeecs.v39.i2.pp896-905,,publication
D7.1 Infrastructure Design and Setup,"Middle, Sarah, Richards, Julian","<p>The present document aims to define the setup of the ARTEMIS infrastructure, in terms of resources and related services that will be made available for both data and application management. As such, the document describes the technical solutions selected for implementation and integration within the infrastructure, providing different services to the ARTEMIS community.</p>
<p>These activities have taken place within WP7, which is divided into three tasks, concerning the cloud infrastructure (7.1), the data infrastructure (7.2) and the services infrastructure (7.3).</p>
<p>For the purposes of this document, tasks 7.1 and 7.3 have been combined into a single section incorporating topics such as resource provisioning, container deployment and container orchestration. We also promote best practices to port cultural heritage applications onto the cloud platform provided for the ARTEMIS project and give a set of recommendations to ensure security, resilience and usability of those applications and services made available to the community as cloud-enabled tools.</p>
<p>With regard to task 7.2, the document covers areas including data management, analysis, and enrichment of cultural heritage information in a digital twin ecosystem. In addition to the implementation of existing tools for these purposes, we describe our initial experimentation with the application of AI technologies. We also provide a detailed description of the ARTEMIS ontology and its interaction with new and existing controlled vocabularies, as well as presenting the ontology itself in its entirety as an appendix.</p>",2025,,10.5281/zenodo.17142050,,publication
Web-Based Technologies In Library And Information Services,Mrs. Manisha Suhas Patil,"<p><em><span>Web technology plays a pivotal role in contemporary society, revolutionizing how information is disseminated, accessed, and managed. Recent advancements in web-based technologies have created new dimensions for libraries, enabling them to provide diverse and innovative information services to users. This paper explores the significance of web-based technologies in library and information services, focusing on emerging tools such as social networking sites, instant messaging, RSS, blogs, wikis, podcasting, tagging, mobile libraries, mobile OPACs, QR codes, cloud computing, semantic web, and ontologies. Practical and theoretical applications of these technologies in modern library practices are examined. The study concludes that leveraging web-based technologies enables libraries to transform from traditional repositories into dynamic knowledge hubs, offering seamless access to information anytime, anywhere.</span></em></p>",2025,,10.5281/zenodo.17274958,,publication
Analyzing Student Behavior in the Implementation of LAT Using Cloud Technology in Higher Education Institutions,"Alvindra, Fedry, Ng, Jonathan, Wijaya, Rafael, Mailangkay, Adele","<p>In this study, the effect of cloud computing on student behavior analysis by means of Using Learning Analysis Tools (LAT) in higher education is investigated. With the growing scale of cloud computing, its involvement in enhancing data oriented decision making is getting more and more important. Under this research, this is intended to examine the impact of cloud based LAT on students' academic engagement, ease of use and adoption. Quantitative approach was used to gather the data from 155 students having some knowledge about cloud computing by using a structured questionnaire of closed ended questions. Data analysis was carried out using SmartPLS to determine the relationships between technology competency, cloud computing ability, perceived usefulness and intention to adopt LAT. Findings showed that technology competency is higher when students have higher cloud computing ability, which, in turn, tends to increase the usefulness and the ease of use perception that leads students to adopt LAT. Furthermore, cloud based LAT can improve the academic performance by recommending suitable material and by receiving the real time analysis of students. Owing to the analysis, the integration of cloud computing education is described to create a flexible, data driven, and more engaging learning environment. Future research should focus on latency impacted by cloud based LAT adoption in order to create a long term effective technology in different educational institutions, in the manner of various levels of learning.&nbsp;</p>",2025,,10.5281/zenodo.15578009,,dataset
CLOUD COMPUTING – KEY PILLAR FOR DIGITAL INDIA,"RATHOD, KIRTANKUMAR","<p>Companies are doing marketing or branding of their products and services using digital media. Life is becoming so smooth and transparent by the sharing of information through the digital mediums. Whether it is a small or a big company, everybody is running for the competition, because they want to lock their customers. In this paper current market scenario is included with respect to cloud computing solution. Data access at present has limitations. Government data which is publicly accessible should have some policy. Cloud Computing is likely to be one of the key pillars on which various e-Governance services would ride. Digital India is a program to prepare India for a knowledge future. Digital India should have policy wherein the Government will be providing information and services to internal and external stakeholders. Cloud computing has become the most stimulating development and delivery alternative in the new millennium. A lot of departments are showing interest to adopt Cloud technology, but awareness on Cloud security needs to be increased. The adoption of Cloud is helping organizations innovate, do things faster, become more agile and enhance their revenue stream. In this paper, the information regarding cloud services and models are provided. Also, the main focus is on what government can do with the help of it for Digital India mission?</p>",2025,,10.5281/zenodo.15639010,,publication
"Cloud Computing in Ecuadorian Higher Education: A Case Study on Use, Benefits, and Challenges at UTEQ","Brito Casanova, Geovanny, Llerena, Lucrecia, Rodríguez, Nancy","<p>Digital transformation continues to reshape higher education, with cloud computing emerging as a key enabler of enhanced accessibility, collaboration, and academic management. This study investigates the use of cloud computing in Ecuadorian universities by identifying its benefits, barriers, and opportunities through a survey of key stakeholders in the education system. A quantitative approach was employed using a structured questionnaire to collect data on participants&rsquo; knowledge levels, tools used, perceived advantages, challenges, and expectations. The main benefit identified was accessibility from any location (92%), followed by enhanced collaboration (73%) and the modernization of educational practices (43%). The primary challenges included lack of training (67%), limited connectivity (58%), associated costs (46%), and concerns about data security and privacy (34%). These findings underscore the need to strengthen technological infrastructure and provide targeted training to optimize the effective use of cloud computing. Regarding future perspectives, 71% of respondents advocated for greater integration into teaching and learning, while 64% suggested expanding its use across academic and administrative domains. Cloud computing represents a strategic asset for Ecuadorian higher education. However, its full adoption requires addressing infrastructure and capacity-building challenges through policies that promote collaboration, innovation, and the efficient management of institutional resources.</p>",2025,"Cloud computing, higher education, digital transformation, educational innovation",10.5281/zenodo.15742042,,publication
"Big Data Analytics by Cloud Computing in Industry 4.0, A Review","Soori, Mohsen, Arezoo, Behrooz","<p>In the context of Industry 4.0, cloud computing offers the scalability, flexibility, and wide range of services required to facilitate big data analytics. This enables enterprises to extract meaningful insights from the vast amounts of data produced by intelligent and networked production processes. Industry 4.0 demands real-time decision-making as cloud-based analytics enable quick processing of streaming data for immediate insights. The combination of big data analytics and cloud computing is driving the digital age in order to expand the processing power. Organizations can expand their computer capabilities according to the amount of data and processing demands thanks to cloud platforms. Cloud computing increases productivity and enables predictive maintenance by analyzing equipment data in real-time and reducing downtime. By evaluating data from several sources, cloud-based analytics enhance supply chain operations and facilitate better inventory control and logistics. Furthermore, real-time processing at the point of data production is made possible by the developing combination of edge computing and cloud analytics, which lowers latency. The present assessment underscores the revolutionary effect of merging big data analytics and cloud computing within the framework of Industry 4.0, stressing the benefits, obstacles, applications, and forthcoming patterns in this ever-evolving domain. The goal of this in-depth analysis is to further our knowledge of how important it will be for Industry 4.0 to integrate Big Data analytics with cloud computing.</p>",2025,,10.5281/zenodo.15753075,,publication
A Survey on Students' Perception of Grid and Cloud Computing Applications,"S.E. Adepoju , G. F. Ologunagba","<h2>Abstract</h2>
<div>This study investigates the perception, awareness, and practical engagement with grid and cloud computing technologies among computer science students in Nigerian tertiary institutions. Utilizing a structured online survey, data were collected from 585 respondents across a university and a polytechnic. Results indicate that while a majority of students are theoretically knowledgeable and highly aware, primarily through classroom instruction, there remains a significant gap between this knowledge and practical application. Key findings show that female university students aged 15&ndash;20 represent the most active users of cloud services. Despite general satisfaction and trust in cloud technologies, students report limited opportunities for real-world practice, citing infrastructural deficits and minimal hands-on exposure. The study underscores the need for curriculum enhancements, institutional support, and experiential learning strategies to bridge the theory-practice divide, thereby equipping students for future cloud-enabled careers in the digital economy.</div>
<div>&nbsp;</div>
<div>
<h2>Keywords</h2>
Tertiary Education, Practical Application, Cloud Computing, Theoretical knowledge, Digital Awareness</div>",2025,,10.5281/zenodo.17543681,,publication
IMPLEMENTASI SOFTWARE AS A SERVICE UNTUK SISTEM  E-LEARNING BERBASIS CLOUD COMPUTING MENGGUNAKAN METODE ROCCA,"Ahyana, Nurul, Fadliana, Nurul","<p>The adoption of cloud computing has transformed the development of interactive digital learning media by&nbsp;<br>enabling more efficient content creation, storage, and distribution. This study examines the use of Google Sites&nbsp;<br>as a Software as a Service (SaaS) platform in designing and delivering interactive learning materials. The aim&nbsp;<br>is to assess the platform's effectiveness in enhancing accessibility, collaboration, and engagement within the&nbsp;<br>digital learning environment at Politeknik Barombong. A qualitative approach was employed to analyze&nbsp;<br>aspects of usability, functionality, and user experience. The results of applying the Rocca method indicate that&nbsp;<br>integrating cloud computing through Google Sites facilitates the presentation of well-structured content and&nbsp;<br>promotes active user participation. Google Sites is considered a flexible, cost-effective, and user-friendly&nbsp;<br>solution for educators in managing online learning resources. These findings contribute to the growing body&nbsp;<br>of knowledge on cloud-based educational tools and offer practical insights for educators seeking to optimize&nbsp;<br>digital technology for more interactive and efficient online teaching and learning practices.&nbsp;</p>",2025,,10.5281/zenodo.15856002,,publication
