title,authors,abstract,year,keywords,doi,url,type
A Novel Approach for Healthcare Information System using Cloud,"R. Jeena, G. Dhanalakshmi, S. Irin Sherly, S. Ashwini, R. Vidhya","<p><strong>Abstract</strong>: The main objective of this paper is to outline a Cloud Computing based Healthcare Information System that helps bridge the gap between various hospitals, patients and clinics by creating a central hub of patient details and health care history that is accessible via two interfaces- either the mobile app or the web application.</p>",2023,Cloud Computing.,10.35940/ijrte.F5327.039621,,publication
Towards a Knowledge Graph Enhanced Automation and Collaboration Framework for Digital Twins,"Christou, Vasileios, Wang, Yuandou, Zhao, Zhiming","<p><em>The Digital Twin (DT) provides a digital representation</em></p>

<p><em>of a physical system and allows users to interactively study</em></p>

<p><em>the physical processes of a real system via the digital representation</em></p>

<p><em>in different scenarios in real time. The development</em></p>

<p><em>of a DT is highly complex; it requires not only expertise from</em></p>

<p><em>multiple disciplines but also the integration of often heterogeneous</em></p>

<p><em>software components, e.g., simulations, machine learning,</em></p>

<p><em>visualization, and user interface components across distributed</em></p>

<p><em>environments. This poster presents a Knowledge Graph-based</em></p>

<p><em>ontological framework to boost automation and collaboration</em></p>

<p><em>during the DT lifecycle stages. We implement our methods in</em></p>

<p><em>developing a what-if analysis service for a DT of an ecosystem</em></p>

<p><em>of wetlands and its automated deployment to the Amazon Web</em></p>

<p><em>Services (AWS) cloud.</em></p>",2023,"Digital Twin, Semantic Web, Knowledge Graph, Ontology, Cloud Computing, What-If Analysis",10.1109/E-SCIENCE58273.2023.10254845,,publication
Towards Graph-based Cloud Cost Modelling and Optimisation,"Khan, Akif Quddus, Nikolov, Nikolay, Matskin, Mihhail, Prodan, Radu, Bussler, Christoph, Roman, Dumitru, Soylu, Ahmet","<p>Cloud computing has become an increasingly popular choice for businesses and individuals due to its flexibility, scalability, and convenience; however, the rising cost of cloud resources has become a significant concern for many. The pay-per-use model used in cloud computing means that costs can accumulate quickly, and the lack of visibility and control can result in unexpected expenses. The cost structure becomes even more complicated when dealing with hybrid or multi-cloud environments. For businesses, the cost of cloud computing can be a significant portion of their IT budget, and any savings can lead to better financial stability and competitiveness. In this respect, it is essential to manage cloud costs effectively. This requires a deep understanding of current resource utilization, forecasting future needs, and optimising resource utilization to control costs. To address this challenge, new tools and techniques are being developed to provide more visibility and control over cloud computing costs. In this respect, this paper explores a graph-based solution for modelling cost elements and cloud resources and potential ways to solve the resulting constraint problem of cost optimisation. We primarily consider utilization, cost, performance, and availability in this context. Such an approach will eventually help organizations make informed decisions about cloud resource placement and manage the costs of software applications and data workflows deployed in single, hybrid, or multi-cloud environments.</p>",2023,"Cloud computing, Costs, Computational modeling, Scalability, Organizations, Software, Stability analysis",10.1109/COMPSAC57700.2023.00203,,publication
Application of machine learning methods for filling and updating nuclear knowledge bases,"Telnov, Victor P., Korovin, Yury A.","<p>The paper deals with issues of designing and creating knowledge bases in the field of nuclear science and technology. The authors present the results of searching for and testing optimal classification and semantic annotation algorithms applied to the textual network content for the convenience of computer-aided filling and updating of scalable semantic repositories (knowledge bases) in the field of nuclear physics and nuclear power engineering and, in the future, for other subject areas, both in Russian and English. The proposed algorithms will provide a methodological and technological basis for creating problem-oriented knowledge bases as artificial intelligence systems, as well as prerequisites for the development of semantic technologies for acquiring new knowledge on the Internet without direct human participation. Testing of the studied machine learning algorithms is carried out by the cross-validation method using corpora of specialized texts. The novelty of the presented study lies in the application of the Pareto optimality principle for multi-criteria evaluation and ranking of the studied algorithms in the absence of a priori information about the comparative significance of the criteria. The project is implemented in accordance with the Semantic Web standards (RDF, OWL, SPARQL, etc.). There are no technological restrictions for integrating the created knowledge bases with third-party data repositories as well as metasearch, library, reference or information and question-answer systems. The proposed software solutions are based on cloud computing using DBaaS and PaaS service models to ensure the scalability of data warehouses and network services. The created software is in the public domain and can be freely replicated.</p>",2023,"semantic web, knowledge base, machine learning, classification, semantic annotation, cloud computing",10.3897/nucet.9.106759,,publication
The Impact of Cloud Computing on Small and Medium-Sized Businesses,"Bismah Nazim Killedar, Maaz Zahid Datey","<p>Cloud computing has had a significant impact on small and medium-sized businesses (SMBs).<br>
The benefits of cloud computing adoption, including cost savings, scalability, flexibility, and improved data<br>
security, have made this technology increasingly popular among SMBs. However, several challenges<br>
prevent SMBs from adopting cloud computing, including a lack of technical knowledge and expertise,<br>
security concerns, and concerns around the reliability and availability of cloud computing services. Despite<br>
these challenges, many SMBs have successfully implemented cloud computing and have seen significant<br>
improvements in their operations. Case studies have shown that SMBs that migrated to cloud-based<br>
services experienced a reduction in IT costs and an increase in revenue. Additionally, SMBs that adopted<br>
cloud computing services saw a reduction in downtime and improved disaster recovery capabilities. The<br>
impact of cloud computing on SMBs extends beyond operational improvements. Cloud computing has also<br>
improved the competitiveness and profitability of SMBs, enabling them to access enterprise-grade<br>
technology at an affordable cost and allowing them to scale their operations quickly and efficiently. Cloud<br>
computing has also enabled SMBs to compete with larger businesses by providing them with the same<br>
technological capabilities. Cloud computing has had a significant impact on SMBs by providing them with<br>
cost-effective access to enterprise-grade technology, improving operational efficiency, and enhancing<br>
competitiveness and profitability. While several challenges prevent SMBs from adopting cloud computing,<br>
successful implementation can bring significant benefits to their operations</p>",2023,,10.5281/zenodo.8133455,,publication
Role of Cloud Computing for Improvement in  Healthcare Services,Dr. Puja Shashi,"<p><strong>Abstract:</strong> Cloud helps in offering on-demand latest technology that helps in deploying, accessing and using network-accessed information along with various applications and resources. Nowadays electronic health records are maintained by many hospitals that want to undergo a change in their legacy system. This type of transformation has helped physicians, nurses and also administrative staff access the desired record whenever needed. They believe that this may change the complete face of health information technology. However, lack of security and privacy are two important concerns that may provide hazards when choosing cloud solutions for various health-related factors. This problem can be avoided to some extent by evaluating cloud technology in an effective manner before its complete adoption. This paper uses four major aspects i.e., technology, security, legal and management for finding different types of challenges of this computing model. When any health services want to migrate from traditional to cloud-based health services then they can do different types of strategic planning for determining strategy, allocated resources and direction for maintaining a cloud environment in their organization.</p>",2023,"Electronic health record (1), Cloud computing (2),  Health care(1), quality improvement (3)",10.35940/ijrte.B7133.0711222,,publication
SECURE CLOUD COMPUTING MECHANISM FOR ENHANCING: MTBAC,"Payal Buha, Priyanka Sharma","<p>The development of the cloud system,A large number of vendors can visit their users in the same platform directing their focus on the software rather than the underlying framework. This necessary require the distribution, storage analysis of the data on cloud accessing virtualized and scalable web services with broad application of cloud, the data security and access control become a major concern. The access to the cloud requires authorization as well as data accessibility permission. The verification and updation of data accessibility permissions and data must be done with proper knowledge which requires identification of correct updates and block listed users who are intruder to cloud Introducing the false data system. In this paper we approach to builds a mutual trust relationship between users and cloud for accessing control method in cloud computing environment focusing on the system integrity and its security. The proposed approach is executed as a procedure manner and includes many steps to identify the user&rsquo;s credibility in the cloud network.</p>",2023,"MTBAC, ACO Algorithm, Access Control, Security, K-means Algorithm, Cloud Computing",10.5281/zenodo.8045720,,publication
Modeling and Simulation of Real-Time Virtual Machine Allocation in a Cloud Data Center,S. Jason,"<p><strong>Abstract: </strong>For dynamic resource scheduling in cloud data centers, a novel lightweight simulation system is proposed; two existing simulation systems at the application level for cloud computing are reviewed; and results gained using the suggested simulation system are examined and discussed. The usage of resources and energy efficiency in cloud data centers can be improved by load balancing and the consolidation of virtual machines. An aspect of dynamic virtual machine consolidation that directly affects resource usage and the quality of service the system is delivering is the timing of when it is ideal to reallocate Virtual Machines from an overloaded host [1]. Because server overloads result in a lack of resources and a decline in application performance, they have an impact on quality of service. In order to determine the best answer, existing approaches to the problem of host overload detection typically rely on statistical analysis inspired by nature. These strategies&#39; drawbacks include the fact that they provide less-than-ideal outcomes and prevent the explicit articulation of a Quality-of-Service target. By optimizing the mean inter-migration time under the defined Quality of Service target ideally, we present a novel method for detecting host overload for any stationary workload that is known and a particular state configuration [2]. We demonstrate that our technique exceeds the best benchmark algorithm and offers over 88%of the performance of the ideal offline algorithm through simulations with real-world workload traces from more than a thousand Virtual Machines.</p>",2023,Cloud Computing; Data Centers; Dynamic Resource Scheduling; Lightweight Simulation System,10.35940/ijeat.E4182.0612523,,publication
Cloud computing virtual learning environment: issues and challenges,"Aminah Rezqallah Malkawi, Muhamad Shahbani Abu Bakar, Zulkhairi Md Dahlin","<p>Cloud computing (CC) is a popular technology that has demonstrated its usefulness and effectiveness across industries and sectors worldwide. As a result, several educational institutions have recently integrated CC into their platforms and systems, including their virtual learning environment (VLE). In order to highlight the issues, challenges, and requirements to be taken into account before implementing CC technology within educational institutions, it is imperative to conduct a study to investigate the level of awareness, knowledge, and acceptance of the targeted users, who are educators, learners, and administrators of higher education institutions (HE). The result of the study highlighted some concerns facing users from 35 different institutions around the kingdom of Saudi Arabia. In addition, results highlighted the users&#39; training, awareness, technology infrastructure, and cultural influences as factors to consider before adopting a sustainable and usable CC-VLE.</p>",2023,"Challenges, Cloud computing, E-learning platforms, Higher educational institutions, Virtual learning environment",10.11591/ijeecs.v30.i3.pp1707-1712,,publication
Proficient Machine Learning Techniques for a Secured Cloud Environment,"Majjaru Chandrababu, Dr. Senthil Kumar K","<p><strong>Abstract: </strong>Many different checks, rules, processes, and technologies work together to keep cloud-based applications and infrastructure safe and secure against cyberattacks. Data security, customer privacy, regulatory enforcement, and device and user authentication regulations are all protected by these safety measures. Insecure Access Points, DDoS Attacks, Data Breach and Data Loss are the most pressing issues in cloud security. In the cloud computing context, researchers looked at several methods for detecting intrusions. Cloud security best practises such as host &amp; middleware security, infrastructure and virtualization security, and application system &amp; data security make up the bulk of these approaches, which are based on more traditional means of detecting abuse and anomalies. Machine Learning-based strategies for securing cloud infrastructure are the topic of this work, and ongoing research comprises research issues. There are a number of unresolved issues that will be addressed in the future.</p>",2023,"Cloud Computing, Anomaly Detection, Machine Learning Approaches, Supervised Learning and Unsupervised-Learning.",10.35940/ijeat.F3730.0811622,,publication
HOCC: An ontology for holistic description of cluster settings,"Poulakis, Yannis, Fatouros, Georgios, Kousiouris, George, Kyriazis, Dimosthenis","<div>
<div>
<div>
<p>Ontologies have become the de-facto information represen- tation method in the semantic web domain, but recently gained popu- larity in other domains such as cloud computing. In this context, ontolo- gies enable service discovery, effective comparison and selection of IaaS, PaaS and SaaS offerings and ease the application deployment process by tackling what is known as the vendor lock-in problem. In this paper we propose a novel ontology named HOCC: holistic ontology for effec- tive cluster comparison. The ontology design process is based on four different information categories, namely Performance, SLA, cost and en- vironmental impact. In addition we present our approach for populating, managing and taking advantage of the proposed ontology as developed in a real world Kubernetes cluster setting, as well as instantiating the ontology with example services and data (namely performance aspects of a serverless function).</p>
</div>
</div>
</div>",2023,,10.5281/zenodo.10401131,,publication
Emerging Trends of web Mining Through Cloud Mining (Bitcoin) in Business Companies,Dr. Nirmla Sharma,"<p><strong>Abstract:</strong> In this paper we show research about how to mine valuable knowledge on the web mining through cloud mining in business companies and comparison about web mine. This paper illustrates the recent, previous, and upcoming web mining by cloud mining. Now we initiate real-time data set for recovery facts on the network i.e., web content mining, and the detection of client approach relationships from cloud servers, i.e., web management mining that enhance the web mining problems. Moreover, we similarly illustrated web mining through cloud mining in business companies. Cloud mining is an upcoming Web Mining. That is the main benefit of the company looking after all the usual mining problems. Cloud mining decreases the costs correlated with running a mining rig. Cloud mining is a procedure to mine cryptocurrency like bitcoin, by leased cloud computing operate without connecting or promptly governing the hardware and associated software. The initial processor that has observed a result to the problem catches the succeeding Bitcoin block, and the procedure remains. Bitcoin mining needs advanced hardware to explain difficult calculations and arithmetic challenges. In this paper we have discussed to work and is beneficial for business companies. We have proposed a structure for a cloud mining service. These services are supported by business model and strategy, hardware procurement and setup, user interface and dashboard and customer support and education etc. Cloud mining service deals are often tricks, or rip-offs. Cloud mining suppliers and companies benefit by leasing away their hardware in replace for funds. Trading mining hardware seems like a prospect&rsquo;s agreement for saving ruses.</p>",2023,"Business Companies, Cryptocurrency Mining, Cloud Mining, Cloud Mining Models, And Web Mining",10.35940/ijeat.B4319.1213223,,publication
