title,authors,abstract,year,keywords,doi,url,type
Clustering composite SaaS components in Cloud computing using a Grouping Genetic Algorithm,"Yusoh, Zeratul Izzah Mohd, Tang, Maolin","Recently, Software as a Service (SaaS) in Cloud computing, has become more and more significant among software users and providers. To offer a SaaS with flexible functions at a low cost, SaaS providers have focused on the decomposition of the SaaS functionalities, or known as composite SaaS. This approach has introduced new challenges in SaaS resource management in data centres. One of the challenges is managing the resources allocated to the composite SaaS. Due to the dynamic environment of a Cloud data centre, resources that have been initially allocated to SaaS components may be overloaded or wasted. As such, reconfiguration for the components' placement is triggered to maintain the performance of the composite SaaS. However, existing approaches often ignore the communication or dependencies between SaaS components in their implementation. In a composite SaaS, it is important to include these elements, as they will directly affect the performance of the SaaS. This paper will propose a Grouping Genetic Algorithm (GGA) for multiple composite SaaS application component clustering in Cloud computing that will address this gap. To the best of our knowledge, this is the first attempt to handle multiple composite SaaS reconfiguration placement in a dynamic Cloud environment. The experimental results demonstrate the feasibility and the scalability of the GGA.",2018,,10.1109/cec.2012.6256562,,publication
SYSTEMATIC LITERATURE REVIEW ON RESOURCE ALLOCATION AND RESOURCE SCHEDULING IN CLOUD COMPUTING,B. Muni Lavanya and C. Shoba Bindu,"<p>The objective the work is intend to highlight the key features and afford finest future directions in the research community of Resource Allocation, Resource Scheduling and Resource management from 2009 to 2016. Exemplifying how research on Resource Allocation, Resource Scheduling and Resource management has progressively increased in the past decade by inspecting articles, papers from scientific and standard publications. Survey materialized in three fold process. Firstly, investigate on the amalgamation of Resource Allocation, Resource Scheduling and then proceeded with Resource management. Secondly, we performed a structural analysis on different author&rsquo;s prominent contributions in the form of tabulation by categories and graphical representation. Thirdly, huddle with conceptual similarity in the field and also impart a summary on all resource allocations. In cloud computing environments, there are two players: cloud providers and cloud users. On one hand, providers hold massive computing resources in their large datacenters and rent resources out to users on a per-usage basis. On the other hand, there are users who have applications with fluctuating loads and lease resources from providers to run their applications. Further, delivers conclusions by conferring future research directions in the field of cloud computing, such as reduce clouds early in the Internet, combining Resource Allocation, Resource Scheduling and Resource management rather than a Cloud model for providing high quality results, etc</p>",2018,Resource Allocation,10.5281/zenodo.1248425,,publication
SYSTEMATIC LITERATURE REVIEW ON RESOURCE ALLOCATION AND RESOURCE SCHEDULING IN CLOUD COMPUTING,"B. Muni Lavanya, C. Shoba Bindu","<p>The objective the work is intended to highlight the key features and afford finest future directions in the research community of Resource Allocation, Resource Scheduling and Resource management from 2009 to 2016. Exemplifying how research on Resource Allocation, Resource Scheduling and Resource management has progressively increased in the past decade by inspecting articles, papers from scientific and standard publications. Survey materialized in three-fold process. Firstly, investigate on the amalgamation of Resource Allocation, Resource Scheduling and then proceeded with Resource management. Secondly, we performed a structural analysis on different author&rsquo;s prominent contributions in the form of tabulation by categories and graphical representation. Thirdly, huddle with conceptual similarity in the field and also impart a summary on all resource allocations. In cloud computing environments, there are two players: cloud providers and cloud users. On one hand, providers hold massive computing resources in their large data centres and rent resources out to users on a per-usage basis. On the other hand, there are users who have applications with fluctuating loads and lease resources from providers to run their applications. Further, delivers conclusions by conferring future research directions in the field of cloud computing, such as reduce clouds early on the Internet, combining Resource Allocation, Resource Scheduling and Resource management rather than a Cloud model for providing high-quality results, etc.</p>",2018,"Resource Allocation, Resource Scheduling, Resource Management, Cloud Computing, SaaS, Paas, IaaS, Private Cloud, Public Cloud and Community Cloud",10.5121/ijait.2016.6401,,publication
A Pipeline for Processing Specimen Images in iDigBio - Applying and Generalizing an Examination of Mercury Use in Preparing Herbarium Specimens,"Yeole, Gaurav, Sahdev, Saniya, Collins, Matthew, Thompson, Alex, Dikow, Rebecca, Frandsen, Paul, Orli, Sylvia, Figueiredo, Renato","<p>iDigBio currently references over 22 million media files, and stores approximately 120 terabytes worth of those media files co-located with our computing infrastructure (Matsunaga et al. 2013). Using these images for scientific research is a logistical and technical challenge. Transferring large numbers of images requires programming skill, bandwidth, and storage space. While simple image transformations such as resizing and generating histograms are approachable on desktops and laptops, the neural networks commonly used for learning from images require server-based graphical processing units (GPUs) to run effectively.</p>
  <p>Using the GUODA (Global Unified Open Data Access) infrastructure, we are building a model pipeline for applying user-defined processing to all or any subset of images stored in iDigBio on servers located in the Advanced Computing and Information Systems lab (ACIS) alongside the iDigBio storage system. This pipeline utilizes Apache Spark, the Hadoop File System (HDFS), and Mesos (Collins et al. 2017). We have placed a Jupyter notebook server in front of this architecture, which provides an easy environment for end users to write their own Python or R software programs. Users can access the stored data and images and manipulate them per their requirements and make their work publicly available on GitHub.</p>
  <p>As an example of how this pipeline can be used in research, we are applying a neural network developed at the Smithsonian Institution to identify herbarium sheets that were prepared with hazardous mercury-containing solutions (Schuettpelz, <em>in preparation</em>). The model was trained on Smithsonian servers using their herbarium images and it is being transferred to the GUODA infrastructure hosted at the ACIS lab. All herbarium images in iDigBio are being classified using this model to illustrate the application of these techniques to larger sets of images using a deep convolutional neural network that detects visible mercury crystallization present on digitized herbarium sheets. Such an automated detection process can potentially be used, for instance, to notify other data publishers of any contamination. We are presenting the results of this classification not as a verified research result, but as an example of the collaborative and scalable workflows this pipeline and infrastructure enable.</p>",2018,"Biocollection Infrastructure, Cloud Computing, Neural Networks, Deep Learning",10.3897/tdwgproceedings.1.20326,,publication
RADIATUS: Report of dissemination actions of project results,ITI,"<p>Radiatus (Elastic Infrastructure for BigData Analysis in the Cloud) is a project funded by the Valencian Institute for Business Competitiveness (IVACE) and the European Union through the European Regional Development Fund (ERDF).</p>

<p>The general objective of the project is to lay the foundations of knowledge that will facilitate the use of Big Data Analytics solutions, allowing users to obtain knowledge from data generated and collected, without worrying about the necessary infrastructure.</p>

<p>This deliverable is part of the PT3 work package &quot;Dissemination&quot;, which aims to disseminate the scientific and technical results of the project, once the dissemination strategy has been defined at the beginning of the project, the results of the different dissemination activities carried out have been evaluated out and adapting the plan according to the results of it.</p>",2018,"RADIATUS, 2017, big data, cloud computing, BDaaS, exploratory data analysis, ecloud, data analytics",10.5281/zenodo.1133423,,publication
A Rich-Variant Architecture for a User-Aware multi-tenant SaaS approach,"Houda Kriouile, Bouchra El Asri","<p>Software as a Service cloud computing model favorites the<br>
Multi-Tenancy as a key factor to exploit economies of scale.<br>
However Multi-Tenancy present several disadvantages. Therein,<br>
our approach comes to assign instances to multi-tenants with an<br>
optimal solution while ensuring more economies of scale and<br>
avoiding tenants hesitation to share resources. The present paper<br>
present the architecture of our user-aware multi-tenancy SaaS<br>
approach based on the use of rich-variant components. The<br>
proposed approach seek to model services functional<br>
customization as well as automation of computing the optimal<br>
distribution of instances by tenants. The proposed model takes<br>
into consideration tenants functional requirements and tenants<br>
deployment requirements to deduce an optimal distribution using<br>
essentially a specific variability engine and a graph-based<br>
execution framework.</p>",2018,"Cloud Computing, SaaS, Multi-Tenancy, Rich- Variant Component, Rich-Variant Architecture",10.5281/zenodo.1346047,,publication
OPTIMIZATION APPLICATIONS WITH MULTIMODAL TEST FUNCTION COMPARISON,"Mukesh Kumar Gupta*1, Samar Wazir2 & Md. TabrezNafis3","<p>This paper attempts to put up a general review of common knowledge of dis-similar types of the intelligent optimization process, controlling techniques and algorithms like that swarm optimization or PSO. In this algorithm, we are deploying two models called as global &ndash; best and local &ndash; best, and hence we consider these models as in multimodal test functions.&nbsp; At last, the studies and results show that the methods are very highly competitive and also can be used as a suitable another approach to solving the problem of multi-object optimization when dealing with multimodal functions. We study different uncertainties from present approaches to addressing them and relationship of different processes is discussed. At last, we would like to propose some promising points are suggested for future research purpose.</p>",2018,"Swarm optimization, multi-object optimization, cloud computing, genetic algorithms. General Terms Swarm intelligence, nature-inspired algorithm.",10.5281/zenodo.1236839,,publication
Diplopedia imagined: Building State's diplomacy wiki,"Bronk, Chris, Smith, Tiffany","Considerable interest has been directed by the Obama Administration in harnessing Web 2.0 technologies such as blogs, wikis, social media and cloud computing to overhaul the business of government. Addressed here is the account of an enterprise wiki at the U.S. State Department. That wiki, Diplopedia is currently employed by the State's employees to share subject matter knowledge related to the process of diplomacy. Contained herein is an account of how Diplopedia was conceived and became a functional system for knowledge sharing at the Department of State (DoS).",2018,,10.1109/cts.2010.5478460,,publication
Orchestrating Your Cloud Orchestra,"Hindle, Abram","Cloud computing potentially ushers in a new era of computer music performance with exceptionally large computer music instruments consisting of 10s to 100s of virtual machines which we propose to call a `cloud-orchestra'. Cloud computing allows for the rapid provisioning of resources, but to deploy such a complicated and interconnected network of software synthesizers in the cloud requires a lot of manual work, system administration knowledge, and developer/operator skills. This is a barrier to computer musicians whose goal is to produce and perform music, and not to administer 100s of computers. This work discusses the issues facing cloud-orchestra deployment and offers an abstract solution and a concrete implementation. The abstract solution is to generate cloud-orchestra deployment plans by allowing computer musicians to model their network of synthesizers and to describe their resources. A model optimizer will compute near-optimal deployment plans to synchronize, deploy, and orchestrate the start-up of a complex network of synthesizers deployed to many computers. This model driven development approach frees computer musicians from much of the hassle of deployment and allocation. Computer musicians can focus on the configuration of musical components and leave the resource allocation up to the modelling software to optimize.",2018,,10.5281/zenodo.1179090,,publication
Cloud management platform evaluation data generated by CMP²,"Serhiienko, Oleksii, Spillner, Josef","<p>This repository contains exemplary results from using the CMP&sup2; (Comparing Cloud Management Platforms) testbed on CloudcheckR, ManageIQ, MistIO, Boto and Libcloud. The results give insight into the performance of multi-cloud middleware. All experiments were conducted as research in education linked to the Cloud Accounting and Billing research initiative at Service Prototyping Lab, Zurich University of Applied Sciences, Switzerland. Apart from the raw data in JSON format, generated graphs are also included.</p>

<p>&nbsp;</p>",2018,"cloud accounting, multi-cloud, cloud management",10.5281/zenodo.1311795,,dataset
WheatonCS/Lexos: Lexos v3.2.0,"Weiqi Feng, Scott Kleinman, Alvaro de Landaluce, EmmaGrace, Bryan Jensen, akuisara, Daniel Mullen, Phuntsho Norbu, Mathew LeBlanc, SocialHulkHogan, Mark D. LeBlanc, Shi26, XinruLiu, Krissac, Lithia Helmreich, Jingxian Liu, cmccarthy41899, Caleb, Arianna Alfiero, Evan Laferriere, Yiqing (Grace) Cao, Clayton Rieck, Shiwei Huang, ciaburri-ginger, kreddy95, Jesse Aronson, Austin Gillis, JordanHelpsAlot, Richard Neal, ealitt","v3.2.0 is the first version of Lexos in Python 3.6.x!
Code base changes:
<ul>
<li>Refactored to a fully modularized code structure (Zhang <em>et al.</em>, 2017).<ul>
<li>Back-end: View, receiver, model structure.</li>
<li>Front-end: Flask blueprints.</li>
</ul>
</li>
<li>Python 3.6.x code integrated with type hinting.</li>
<li>Used Pandas DataFrame as the Doc-Term Matrix data structure. </li>
<li>Javascript uses newest ES6 features.</li>
<li>All functions handled with AJAX calls.</li>
<li>Updated jQuery to v3.x to resolve security problems.
#### Code quality checks:</li>
<li>Python Code Checks:<ul>
<li>Code style checked with Flake8 (PEP8/PEP257).</li>
<li>Unit test with pytest.</li>
<li>Doc style checked with PydocStyle.</li>
</ul>
</li>
<li>JS Code Checks:<ul>
<li>Code style checked with ESLint with JavaScript Standard Style.</li>
<li>Doc style checked with ESLint JSDoc rules.</li>
</ul>
</li>
</ul>
New functionalities, front-end redesigns and bug fixes.
<ul>
<li>Added Bootstrap Consensus Tree (BCT) Beta.</li>
<li>Added Content/Sentiment Analysis Beta.</li>
<li>YouTube video instructions for most tools.</li>
<li>Use bootstrap modal for all error messages to be consistent and error messages are clearer than before.</li>
<li>Statistics: Added a new plotly box plot and the page layout is re-designed. </li>
<li>K-Means: Switched to plotly for 2D-Scatter and Voronoi plots. Added a 3D-Scatter visualization method.</li>
<li>Hierarchical Clustering: Switched to plotly library for visualizations.</li>
<li>Rolling Window Analysis: Switched to plotly library for the graphing and added support for multiple milestones.</li>
<li>Topword: Upgraded presentation of the existing document classes.</li>
<li>Added a popover to highlight our <em>In the Margins</em> Scalar book. </li>
</ul>
Bug fixes
<ul>
<li>In Tokenize section on analyze pages, fixed counts for temporary labels.</li>
<li>Fixed spinning issue on Chrome.</li>
<li>Fixed TF-IDF normalize options.</li>
<li>Fixed download result button on Rolling Window Analysis.</li>
<li>Corrected error message when an invalid file is uploaded on upload page.</li>
</ul>
Other changes
<ul>
<li>Grey word functionality is removed.</li>
<li>The ""topic clouds"" feature in the Multicloud tool, which can be used to analyze data from MALLET-produced topic models, has been temporarily removed. We hope to re-introduce it in the next release.</li>
</ul>
Citation information
<p>Kleinman, S., LeBlanc, M.D., Drout, M., and Feng, W. (2018). Lexos. v3.2.0 <a href=""https://github.com/WheatonCS/Lexos/"">https://github.com/WheatonCS/Lexos/</a></p>
<p>To see a summary of our refactoring work:
Zhang, C. '18, Feng, W. '19, Steffens, E. '18, de Landaluce, A. '17, Kleinman, S. and LeBlanc, M.D. (2018). <a href=""https://dl.acm.org/citation.cfm?id=3205205"">Lexos 2017: Building Reliable Software in Python</a>. <em>The Journal of Computing Sciences in Colleges</em>, v33(6), 124-134.</p>",2018,,10.5281/zenodo.1403869,,software
A Common Automated Programming Platform for Knowledge Based Software Engineering,"Ivan Stanev, Maria Koleva","Common Platform for Automated Programming
(CPAP) is defined in details. Two versions of CPAP are described:
Cloud based (including set of components for classic programming,
and set of components for combined programming); and Knowledge
Based Automated Software Engineering (KBASE) based (including
set of components for automated programming, and set of
components for ontology programming). Four KBASE products
(Module for Automated Programming of Robots, Intelligent Product
Manual, Intelligent Document Display, and Intelligent Form
Generator) are analyzed and CPAP contributions to automated
programming are presented.",2018,"Automated Programming, Cloud Computing, Knowledge Based Software Engineering, Service Oriented
Architecture.",10.5281/zenodo.1110477,,publication
"Cloud Computing Cryptography ""State-of-the-Art""","Omer K. Jasim, Safia Abbas, El-Sayed M. El-Horbaty, Abdel-Badeeh M. Salem","<p>Cloud computing technology is very useful in present day to day life, it uses the internet and the central remote servers to provide and maintain data as well as applications. Such applications in turn can be used by the end users via the cloud communications without any installation. Moreover, the end users&rsquo; data files can be accessed and manipulated from any other computer using the internet services. Despite the flexibility of data and application accessing and usage that cloud computing environments provide, there are many questions still coming up on how to gain a trusted environment that protect data and applications in clouds from hackers and intruders. This paper surveys the &ldquo;keys generation and management&rdquo; mechanism and encryption/decryption algorithms used in cloud computing environments, we proposed new security architecture for cloud computing environment that considers the various security gaps as much as possible. A new cryptographic environment that implements quantum mechanics in order to gain more trusted with less computation cloud communications is given.</p>",2018,"Cloud Computing, Cloud Encryption Model, Quantum Key Distribution.",10.5281/zenodo.1088898,,publication
Proposition of a Knowledge Management Approach Based on the Cloud Computing,"Imane Chikhi, Hafida Abed","<p>The significant growth in the use of technologies in all life domains created numerous hurdles that derailed many knowledge management projects. Cloud computing choices are commencement to untangle these obstacles. Linking Cloud computing with knowledge management (KM) is a challenging task. Small amount of researches have been done regarding cloud computing and KM. In this paper, we consider Cloud-based KM as a new KM approach, and study the contribution of Cloud Computing to organizational KM. In fact, KM and cloud computing have many things in common, this similarity allows deriving very interesting features. Our approach is based on these features and focuses on the advantages of Cloud computing in the context of organizational KM. Finally, we highlight some challenges that have to be addressed when adopting a Cloud Computing approach to KM.</p>",2018,,10.5281/zenodo.1340278,,publication
An Improved Scheduling Strategy in Cloud Using Trust Based Mechanism,"D. Sumathi, P. Poongodi","Cloud Computing refers to applications delivered as
services over the internet, and the datacenters that provide those
services with hardware and systems software. These were earlier
referred to as Software as a Service (SaaS). Scheduling is justified by
job components (called tasks), lack of information. In fact, in a large
fraction of jobs from machine learning, bio-computing, and image
processing domains, it is possible to estimate the maximum time
required for a task in the job. This study focuses on Trust based
scheduling to improve cloud security by modifying Heterogeneous
Earliest Finish Time (HEFT) algorithm. It also proposes TR-HEFT
(Trust Reputation HEFT) which is then compared to Dynamic Load
Scheduling.",2018,"Software as a Service (SaaS), Trust, Heterogeneous
Earliest Finish Time (HEFT) algorithm, Dynamic Load Scheduling.",10.5281/zenodo.1109371,,publication
Toward Community-Based Personal Cloud Computing,Weichang Du,"<p>This paper proposes a new of cloud computing for individual computer users to share applications in distributed communities, called community-based personal cloud computing (CPCC). The paper also presents a prototype design and implementation of CPCC. The users of CPCC are able to share their computing applications with other users of the community. Any member of the community is able to execute remote applications shared by other members. The remote applications behave in the same way as their local counterparts, allowing the user to enter input, receive output as well as providing the access to the local data of the user. CPCC provides a peer-to-peer (P2P) environment where each peer provides applications which can be used by the other peers that are connected CPCC.</p>",2018,"applications, cloud computing, services, software.",10.5281/zenodo.1070701,,publication
Cloud Computing for E-Learning with More Emphasis on Security Issues,"Sajjad Hashemi, Seyyed Yasser Hashemi","<p>In today&#39;s world, success of most systems depend on the use of new technologies and information technology (IT) which aimed to increase efficiency and satisfaction of users. One of the most important systems that use information technology to deliver services is the education system. But for educational services in the form of E-learning systems, hardware and software equipment should be containing high quality, which requires substantial investment. Because the vast majority of educational establishments can not invest in this area so the best way for them is reducing the costs and providing the E-learning services by using cloud computing. But according to the novelty of the cloud technology, it can create challenges and concerns that the most noted among them are security issues. Security concerns about cloud-based E-learning products are critical and security measures essential to protect valuable data of users from security vulnerabilities in products. Thus, the success of these products happened if customers meet security requirements then can overcome security threats. In this paper tried to explore cloud computing and its positive impact on E- learning and put main focus to identify security issues that related to cloud-based E-learning efforts which have been improve security and provide solutions in management challenges.</p>",2018,"Cloud computing, E-Learning, Security.",10.5281/zenodo.1088868,,publication
Spatial Services in Cloud Environment,"Sašo Pečnik, Borut Žalik","<p>Cloud Computing is an approach that provides computation and storage services on-demand to clients over the network, independent of device and location. In the last few years, cloud computing became a trend in information technology with many companies that transfer their business processes and applications in the cloud. Cloud computing with service oriented architecture has contributed to rapid development of Geographic Information Systems. Open Geospatial Consortium with its standards provides the interfaces for hosted spatial data and GIS functionality to integrated GIS applications. Furthermore, with the enormous processing power, clouds provide efficient environment for data intensive applications that can be performed efficiently, with higher precision, and greater reliability. This paper presents our work on the geospatial data services within the cloud computing environment and its technology. A cloud computing environment with the strengths and weaknesses of the geographic information system will be introduced. The OGC standards that solve our application interoperability are highlighted. Finally, we outline our system architecture with utilities for requesting and invoking our developed data intensive applications as a web service.</p>",2018,"Cloud Computing, Geographic Information System, Open Geospatial Consortium, Interoperability, Spatial data, Web-
Services.",10.5281/zenodo.1072844,,publication
Towards a Secure Storage in Cloud Computing,"Mohamed Elkholy, Ahmed Elfatatry","Cloud computing has emerged as a flexible computing paradigm that reshaped the Information Technology map. However, cloud computing brought about a number of security challenges as a result of the physical distribution of computational resources and the limited control that users have over the physical storage. This situation raises many security challenges for data integrity and confidentiality as well as authentication and access control. This work proposes a security mechanism for data integrity that allows a data owner to be aware of any modification that takes place to his data. The data integrity mechanism is integrated with an extended Kerberos authentication that ensures authorized access control. The proposed mechanism protects data confidentiality even if data are stored on an untrusted storage. The proposed mechanism has been evaluated against different types of attacks and proved its efficiency to protect cloud data storage from different malicious attacks.",2018,"Access control, data integrity, data confidentiality, Kerberos authentication, cloud security.",10.5281/zenodo.1123945,,publication
Using Cloud Computing for E-Government: Challenges and Benefits,"Sajjad Hashemi, Khalil Monfaredi, Mohammad Masdari","<p>Cloud computing is a style of computing which is formed from the aggregation and development of technologies such as grid computing distributed computing, parallel computing and service-oriented architecture. And its aim is to provide computing, communication and storage resources in a safe environment based on service, as fast as possible, which is virtually provided via Internet platform. Considering that the provided Services in e-government are available via the Internet, thus cloud computing can be used in the implementation of e-government architecture and provide better service with the lowest economic cost using its benefits. In this paper, the Methods of using cloud computing in e-government has been studied and it&#39;s been attempted to identify the challenges and benefits of the cloud to get used in the e-government and proposals have been offered to overcome its shortcomings, encourage and partnership of governments and people to use this economical and new technology.</p>",2018,"Benefits, Cloud computing, Committee, Challenges, E-Government, Participation.",10.5281/zenodo.1088606,,publication
