title,authors,abstract,year,keywords,doi,url,type
Semantic SLA for Clouds: Combining SLAC and OWL-Q,"Kyriakos Kritikos, Rafael Brundo Uriarte","<p>Several SLA languages have been proposed, some specifically for the cloud domain. However, after extensively<br>
analysing the domain’s requirements considering the SLA lifecycle, we conclude that none of them covers the<br>
necessary aspects for application in diverse real-world scenarios. In this paper, we propose SSLAC, where we<br>
combine the capabilities of two prominent service specification and SLA languages: OWL-Q and SLAC. These<br>
languages have different scopes but complementary features. SLAC is domain specific with validation and<br>
verification capabilities. OWL-Q is a higher level language based on ontologies and well defined semantics.<br>
Their combination advances the state of the art in many perspectives. It enables the SLA’s semantic verification<br>
and inference and, at the same time, its constraint-based modelling and enforcement. It also provides a complete<br>
formal approach for defining non-functional terms and an enforcement framework covering real-world scenarios.<br>
The advantages of SSLAC, in terms of expressiveness and features, are then shown in a use case modelled by it.</p>",2017,"SLA, Cloud Computing",10.5281/zenodo.1001162,,publication
Providing a New Model for Discovering Cloud Services Based on Ontology,"Heydari, B., Aajami, M.","<p>Due to its efficient, flexible, and dynamic substructure in information technology and service quality parameters estimation, cloud computing has become one of the most important issues in computer world. Discovering cloud services has been posed as a fundamental issue in reaching out high efficiency. In order to do one&rsquo;s own operations in cloud space, any user needs to request several various services either simultaneously or according to a working routine. These services can be presented by different cloud producers or different decision-making policies. Therefore, service management is one of the important and challenging issues in cloud computing. With the advent of semantic web and practical services accordingly in cloud computing space, access to different kinds of applications has become possible. Ontology is the core of semantic web and can be used to ease the process of discovering services. A new model based on ontology has been proposed in this paper. The results indicate that the proposed model has explored cloud services based on user search results in lesser time compared to other models.</p>",2017,"cloud, computing, service, semantic, web, ontology",10.5281/zenodo.1118362,,publication
Proposing New Intelligent  System for Suggesting Better  Service Providers in Cloud  Computing based on Kalman  Filtering,"Darbandi, Mehdi","<p>There are lots of different companies which present IT services to the users and other companies. IT services are include as hosting web pages, delivering storage and processing capacities, hosting organization’s servers and etc. Selecting one service provider among such companies is become very difficult and need high level of knowledge and  expertise about organization needs and systems, and on the other hand, information about the creditability of service provider and security of different services which propose by that service provider. In this paper, we suggest and demonstrate new system which will gather all of the service provider’s information, and also the needs and system requirements of clients or organizations which needs those services, and propose the customers the best and reliable service providers according to their needs and requirements. </p>",2017,"Cloud Computing, Service Providers, Kalman Filtering",10.5281/zenodo.1034475,,publication
A CROMLECH EDITION OF CLOUD COMPUTING FRAMEWORK USING CONCEPT OF ONTOLOGY WITH QUERY RETRIEVAL AND REFINEMENT MECHANISM,Navita,"<p>We all are living in the world of clouds. User has become adaptive to latest technology trends of information and communication technologies. Cloud computing has made our lives practical and keeps providing us services like consulting, data management and storage in efficient way. Cloud computing is one of emerging areas that is prevailing in industries at grandiose rate. It is combination of Internet and centralized network servers forming a mesh called CLOUD. In this paper, various aspects of cloud computing and its applications are presented. Some differences are provided between network models of cloud computing that are governing organizations and enterprisers. For achieving fault tolerance strategy, there is need to introduce multiple clouds and resource management architecture.</p>

<p>It is believed that existing model must be improved time to time to ensure efficient computing of tasks. The paper presents an improved version of cloud computing detailed architecture. It lists deficiencies between existing cloud information architecture and proposed ontology based architecture. Two additional modules have been introduced in model viz Query Retrieval and Query Refinement. Refinement of queries is done using Rocchio formula that extracts results based on relevance criteria i.e. by distinguishing relevant and non relevant results. They are introduced in order to get efficient indexed results after transforming user query.</p>",2017,"Cloud computing, Deployment models, Query Retrieval and Refinement Mechanism.",10.5281/zenodo.886882,,publication
A Semantically-Enhanced Modelling Environment for Business Process as a Service,"Knut Hinkelmann, Sabrina Kurjakovic, Benjamin Lammel, Emanuele Laurenzi, Robert Woitsch","<p>In this paper we present a hybrid modeling approach which supports the continuous alignment of business and IT in the cloud. Business Process as a Service provides the end-to-end cloud support for business processes instead of single applications. A graphical modelling environment allows non-technical modelers to design business processes and to specify requirements in human-interpretable way. Via semantic lifting, the graphical models can be annotated with classes and values from an enterprise ontology. The BPaaS Ontology contains the relevant classes for the smart Business and IT-Cloud alignment. It supports the modeler in using a standard terminology and thus ensures consistent modeling. </p>",2017,"semantic lifting, enterprise modelling, business process as a service, cloud computing",10.5281/zenodo.250875,,publication
Secure Online Cloud Data Storage System Using Blowfish Algorithm,N.Jayapandian,"<p>The Government set aside several relief schemes for people, who are affecting in natural disasters like earthquakes, floods, cyclones and so on. The relief funds aided for the people those who are suffering in disaster. Initially, this endowment is helpful for surfers to get their basic necessary services. The benefits of this fund are transacted to sufferers through officers or politicians. But, these funds are not properly reached to the correct hands. Those funds are misused and corrupted by wrong persons. Because, the duplication of the government proofs like ration card, voter id, and so on are getting easily to corrupt the fund. To overcome that, we enhance some security levels for fund transaction through online using cloud computing. The three security levels of the proposed schemes are data collection, encryption and face detection. First, users must sign up or create an account in the relief fund transaction form. After that, the user should submit the details like family, bank details, documents that listed in that module. This submission is saved in cloud server, so it could be taken or seen from anywhere. Second, the submitted details are encrypted for more protection. Third, the user face must be detected using web cameras. All these levels is processed under a service level agreement (SLA); it is the contract between the cloud service provider (CSP) and the customer. The service provider must give assurance that, the above documents that the user submitted in cloud server will not be corrupted by any hackers. These three layers are called as tri-level security. The proposed design supports continued safe and efficient security measures, including uploaded proofs, encrypted data, and detect consumer face. By using our proposed system, hackers cannot get the money only the authorized person can receive the fund. So that, the rate of corruption will be low and also the funds will properly reach the sufferer people. Here we use Blowfish algorithm for encryption process, also we compare blowfish and hash chain algorithm. The proposed scheme the combination of face detection and blowfish algorithm give highest security level for cloud environments.</p>",2017,"Blowfish algorithm, Hash Chain algorithm, Cloud Computing, Encryption, Data Storage.",10.5281/zenodo.918341,,publication
INDIAN SMEs MAKE THE MOST OF CLOUD – A SURVEY BASED ANALYSIS ON CLOUD USAGE,"Monisha Singh*1, C. Suresh Kumar2","<p>Cloud computing is an internet-based computing which lets users acquire knowledge, products and services they need for business. In developing countries, SMEs (Small and Medium-sized Enterprises) are the nurturing grounds for entrepreneurs and major contributors of economic growth. Indian enterprises are gradually changing their perception of IT (Information Technology) by adopting the flexible and global way of accessing data anytime and anywhere. This paper investigates the usage of cloud computing by SMEs in India. The study involves quantitative techniques for collecting and analysing data from 120 SMEs that have adopted cloud computing as their business strategy. These SMEs belong to various sectors including finance, education, government, healthcare, IT, etc., from 6 cities of India. The findings reveal that majority of SMEs demand services of cloud. But at the same time, it is also found that SMEs are more worried about security, interoperability and vendor lock-in issues of cloud as these services are accessed over internet. As cloud computing evolves, more SMEs in India may adopt it as a default method of IT delivery and consequently remove the barriers of the digital divide in developing countries.</p>",2017,"Cloud Adoption, Cloud Computing, Cloud Usage, Indian SMEs.",10.5281/zenodo.834565,,publication
DocCloud: A document recommender system on cloud computing with plausible deniability,"Vera del Campo, Juan, Pegueroles, Josep, Hernández Serrano, Juan, Soriano, Miguel","<p>Recommender systems select the most interesting products for costumers based on their interests. The move of a recommender system to a cloud faces many challenges from the perspective of the protection of the participants. Little work has been done regarding secure recommender systems or how to cope with the legal liability of the cloud provider and any virtual machine inside the cloud. We propose DocCloud, a recommender system that focused on the protection of all participants against legal attacks. We present the architecture of DocCloud and analyze the security mechanisms that the system includes. Specifically, we study the properties of plausible deniability and anonymity of the recommenders and intermediate nodes. This way, nodes can recommend products to the customers while deny any knowledge about the product they are recommending or their participation in the recommendation process.</p>",2017,"Recommender system, Doccloud, Social cloud, Plausible deniability",10.1016/j.ins.2013.04.007,,publication
CLOUD SECURITY AND COMPLIANCE - A SEMANTIC APPROACH IN END TO END SECURITY,"Kalaiprasath, R., Elankavi, R., Udayakumar, R.","The Cloud services are becoming an essential part of many organizations. Cloud providers have to adhere to security and privacy policies to ensure their users' data remains confidential and secure. Though there are some ongoing efforts on developing cloud security standards, most cloud providers are implementing a mish-mash of security and privacy controls. This has led to confusion among cloud consumers as to what security measures they should expect from the cloud services, and whether these measures would comply with their security and compliance requirements. We have conducted a comprehensive study to review the potential threats faced by cloud consumers and have determined the compliance models and security controls that should be in place to manage the risk. Based on this study, we have developed an ontology describing the cloud security controls, threats and compliances. We have also developed an application that classifies the security threats faced by cloud users and automatically determines the high level security and compliance policy controls that have to be activated for each threat. The application also displays existing cloud providers that support these security policies. Cloud consumers can use our system to formulate their security policies and find compliant providers even if they are not familiar with the underlying technology.",2017,"Cloud computing, cloud security, Security compliance models, Cloud security models.",10.21307/ijssis-2017-265,,publication
ScipionCloud: An integrative and interactive gateway for large scale cryo electron microscopy image processing on commercial and academic clouds,"Cuenca Alba, Jesus, del Cano, Laura, Gomez Blanco, Josue, de la Rosa Trevin, Jose Miguel, Conesa Mingo, Pablo, Marabini, Roberto, Sorzano Sanchez, Carlos Oscar, Carazo Garcia, Jose Maria","<p>New instrumentation for cryo electron microscopy (cryoEM) has significantly increased data collection rate as well as data quality, creating bottlenecks at the image processing level. Current image processing model of moving the acquired images from the data source (electron microscope) to desktops or local clusters for processing is encountering many practical limitations. However, computing may also take place in distributed and decentralized environments. In this way, cloud is a new form of accessing computing and storage resources on demand. Here, we evaluate on how this new computational paradigm can be effectively used by extending our current integrative framework for image processing, creating ScipionCloud. This new development has resulted in a full installation of Scipion both in public and private clouds, accessible as public “images”, with all the required preinstalled cryoEM software, just requiring a Web browser to access all Graphical User Interfaces. We have profiled the performance of different configurations on Amazon Web Services and the European Federated Cloud, always on architectures incorporating GPU’s, and compared them with a local facility. We have also analyzed the economical convenience of different scenarios, so cryoEM scientists have a clearer picture of the setup that is best suited for their needs and budgets.</p>",2017,"Cryo-electron microscopy, Cloud computing, Distributed computing",10.1016/j.jsb.2017.06.004,,publication
