title,authors,abstract,year,keywords,doi,url,type
Automating Cloud Security and Compliance at Scale Strategies and Best Practices,"Rajashekar Reddy Yasani, Karthik Venkatesh Ratnam","<p><span>Many rules, guidelines, and software controls have been developed by various agencies and standards bodies throughout the world to address data protection concerns, and they are all meant to be applied to data stored in the Cloud. Compliance obligations have so increased for service providers who store private information about their end users. It takes a lot of human work to follow these rules because they aren't in a machine-processable format. Providers often have to put in extra work to meet all of the regulations because numerous laws have similar requirements but don't mention each other. Every single data protection regulation that pertains to data stored in the cloud has been thoroughly researched by us. We have created a knowledge graph that incorporates all of these data compliance rules and is rich in semantic information. This encompasses both the data threats and the necessary security policies to lessen those risks. In this work, we showcase this knowledge graph and the evaluation system we built in great detail. We have checked our knowledge graph with the privacy policies of several cloud providers, including Rackspace, Amazon Web Services, Google Cloud, and IBM. Businesses may automate their compliance procedures and establish enterprise-level Cloud security rules with the help of this publicly-available knowledge graph.</span></p>",2024,"Cloud computing, cloud security, security domains, security compliance models, cloud security models",10.5281/zenodo.13912688,,publication
Cloud Computing,"Mr. Vivek Singh Rathore, Mr. Naga Mallik Atcha, Mrs. Aastha Tripathi, Mr. P. Obaiah, Ms. Savita Sahu","<p>The book ""Cloud Computing"" provides a comprehensive guide to understanding the essential principles, technologies, and applications of cloud computing. It opens with an introduction to cloud computing, tracing its historical evolution and explaining the core characteristics that distinguish it from traditional IT models. Key concepts such as on-demand provisioning, elasticity, scalability, and resource pooling are detailed, emphasizing the benefits of cost efficiency, flexibility, and accessibility.</p>
<p>The book covers fundamental cloud service models&mdash;Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS)&mdash;and various deployment models, including public, private, and hybrid clouds. It also delves into enabling technologies like virtualization, which plays a crucial role in resource optimization and system efficiency.</p>
<p>Further sections discuss cloud architecture, with chapters dedicated to service-oriented architecture (SOA), web services, and multi-tenancy, ensuring readers grasp how cloud infrastructure supports a wide range of applications. Security is a significant focus, with discussions on data protection, access management, and compliance, which are critical for maintaining privacy and integrity in cloud environments.</p>
<p>Advanced topics include distributed computing, big data processing with Hadoop, and federated cloud services, exploring how cloud computing adapts to high-performance and large-scale computing needs. Real-world case studies demonstrate cloud applications across industries like healthcare, finance, and e-commerce, highlighting its transformative impact.</p>
<p>Ideal for students, educators, and professionals, this book offers a practical and theoretical foundation in cloud computing, equipping readers with the knowledge to harness cloud technologies effectively in an evolving digital landscape</p>",2024,,10.5281/zenodo.14063627,,publication
Approaches To Implementing Secure and Compliant Terraform Workflows,Sri Harsha Vardhan Sanne,"<p><span>In the rapidly evolving landscape of cloud computing and infrastructure management, the adoption of Infrastructure as Code (IaC) tools like Terraform has become ubiquitous. However, alongside its benefits in provisioning and managing infrastructure, ensuring security and compliance within Terraform workflows remains a critical challenge. This review research paper aims to explore various approaches to implementing secure and compliant Terraform workflows, addressing the imperative need for robust governance and risk management in cloud environments.</span></p>
<p><span>The paper begins by contextualizing the significance of secure and compliant Terraform workflows within the broader realm of cloud infrastructure management. It highlights the escalating concerns surrounding data breaches, regulatory non-compliance, and infrastructure vulnerabilities, necessitating proactive measures to mitigate risks. Drawing upon existing literature, industry best practices, and case studies, the paper synthesizes insights into effective strategies and methodologies for integrating security and compliance into Terraform workflows.</span></p>
<p><span>Key approaches identified include leveraging Terraform's native security features, implementing Infrastructure as Code (IaC) security best practices, and integrating third-party tools for vulnerability scanning, policy enforcement, and compliance auditing. Additionally, the paper examines the role of organizational culture, collaboration, and DevSecOps principles in fostering a security-first mindset and driving continuous improvement in Terraform workflows.</span></p>
<p><span>Furthermore, the paper explores the challenges and trade-offs associated with each approach, such as complexity, scalability, and resource constraints, offering practical recommendations for overcoming these hurdles. It emphasizes the importance of a holistic approach to security and compliance, encompassing not only technical controls but also organizational policies, training, and monitoring mechanisms.</span></p>
<p><span>This research paper provides a comprehensive overview of the landscape of secure and compliant Terraform workflows, synthesizing existing knowledge and offering insights into future directions for research and practice. By adhering to ethical standards and ensuring zero plagiarism, the paper upholds the integrity and credibility of its findings, contributing to the advancement of knowledge in cloud security.</span></p>",2024,"Terraform, Infrastructure as Code (IaC), Cloud computing, Security, Compliance, Governance, Risk management",10.5281/zenodo.11438252,,publication
Integrating Salesforce with Cybersecurity Tools for Enhanced Data Protection (Chronicle SIEM),Venkat Sumanth Guduru,"<p><span>In the light of evolving advanced threats, it is imperative that organizations develop proper and robust security frameworks for safeguarding their information assets. Especially, Salesforce, a best of breed CRM ahead, is more easily attacked since this platform processes countless customer data. Consequently, protection of this data with traditional security measures may not be adequate. On the one hand, the implementation of Salesforce in conjunction with Chronicle Security Information and Event Management (SIEM), which is a contemporary security solution by Google Cloud, provides the most comprehensive way of monitoring and, subsequently, mitigating possible threats in real time. This paper therefore seeks to discuss this integration in details with a focus on its architecture and implementation in order to show how the architecture makes it easier for one to protect data than when using two separate systems. It is the extraction and normalization of the data from Salesforce, the transfer of the data through a pipeline and the conversion of the data for processing in Chronicle SIEM. Specific issues, such as data change and legal requirements, are explained, and several advantages associated with the improved security level and simplification of the process of handling incidents are listed. There is also Python pseudocode and flowcharts as well as architecture diagrams used in the process of integration included in the paper. By integration of the solutions, organizations are quickly in a position to increase the level of data security, especially in relation to the increasing threats in cyberspace as well as meeting the regulatory requirement.</span></p>",2024,"Salesforce Integration: means integration of salesforce with other applications to improve utility and exchange of information., Chronicle SIEM: A Security Information and Event Management system used to the detection and analysis of security events., Data Transformation: Data acquisition from their native source, usually implying the change of data format to a more usable or manageable one., Middleware: A middle-ware software that is responsible for transferring, processing and formatting data between Salesforce and Chronicle SIEM., Security Data: Security incidents, user's actions, and any event logs concerning the information system. Event Monitoring: The way of monitoring and reviewing events and logs so as to identify possible security threats.  Cloud-based Services: Salesforce, Chronicle SIEM and other Internet-based solutions and services that can be accessed and operated through the internet., Data Normalization: The task of converting data into format that is same as in all systems to make synchronization possible.",10.5281/zenodo.13789978,,publication
CLOUD COMPUTING SECURITY:  FOUNDATIONS AND CHALLENGES,Mr. SRINIVASARAO DHARMIREDDI,"<p>Cloud computing has emerged as one of the most<br>transformative technologies of our time, reshaping the way<br>organizations deploy, manage, and scale their computing resources.<br>With its flexibility, scalability, and economic benefits, cloud<br>computing has become indispensable for businesses and individuals<br>alike. However, as cloud adoption grows, so do concerns about<br>security, privacy, and trust. Cloud environments, by their very<br>nature, introduce new security challenges that are distinct from<br>traditional IT infrastructure.<br>This book, Cloud Computing Security: Foundations and Challenges,<br>is designed to address the multifaceted aspects of security in the<br>cloud. It explores the fundamentals of cloud computing, the unique<br>characteristics that differentiate it from conventional computing<br>paradigms, and the security models that underpin its operations.<br>Readers will gain insight into the essential service and deployment<br>models that define the cloud ecosystem, as well as the intricacies of<br>managing security across these platforms.<br>Throughout this text, we examine critical security concerns,<br>including data protection, access control, and virtualization security,<br>as well as the various attack vectors that threaten cloud<br>infrastructure. We delve into specific threats at each layer of cloud<br>architecture&mdash;from application vulnerabilities to operating system<br>and hardware risks. Moreover, the book highlights the importance of<br>protecting personal and organizational data in multi-cloud<br>environments, while also addressing cloud accountability and the<br>legal and regulatory frameworks that govern data in the cloud.<br>As cloud computing continues to evolve, the demand for secure<br>architectures becomes increasingly important. We discuss cutting-</p>
<p>edge security features, including defense mechanisms against side-<br>channel attacks, the adoption of zero trust security models, and the</p>
<p>integration of AI technologies to enhance cloud security.<br>Furthermore, this book looks ahead to the future of cloud security,<br>exploring advanced architectures and the role of Security as a<br>Service (SaaS) in safeguarding cloud operations.<br>Whether you are an IT professional, cloud architect, security expert,<br>or a business leader looking to enhance your understanding of cloud<br>security, this book serves as a comprehensive guide. The chapters<br>provide both foundational knowledge and in-depth analysis of the<br>latest security challenges and solutions in cloud computing. By the<br>end, readers will not only be equipped with the knowledge to secure<br>cloud infrastructure but also be prepared to navigate the evolving<br>landscape of cloud security.<br>We hope this book serves as a valuable resource and helps foster a<br>deeper understanding of the essential role security plays in the<br>continued growth and success of cloud computing.</p>",2024,,10.5281/zenodo.13953899,,publication
Streamlining Cloud Migration through DevOps Integration,Abhiram Reddy Peddireddy,"<p><span>In modern digital era, todays businesses are increasingly dependent, on adaptable and flexible infrastructure for their applications and services. While cloud computing offers flexibility and resources on demand managing cloud infrastructure can be intricate often necessitating actions and specialized knowledge. This study explores how integrating GitHub Actions, Terraform, Kubernetes and AWS cloud services can greatly enhance infrastructure management. GitHub Actions automates software processes such as provisioning infrastructure and deploying code. Terraform ensures repeatable management of infrastructure through an approach that treats infrastructure as code. Kubernetes streamlines the deployment, scaling and oversight of containerized applications while AWS provides a range of cloud services to support these applications. By combining these technologies companies can achieve automation, uniformity and efficiency in their cloud deployments. This integration results in time, to market enhanced resilience and reduced risks. The study examines the advantages and practical applications of this approach to managing cloud infrastructure illustrating its potential to revolutionize how businesses manage their cloud environments.</span></p>",2024,"Cloud computing, DevOps, GitHub Actions, Terraform, Kubernetes, continuous integration and continuous delivery (CI/CD)",10.5281/zenodo.13319154,,publication
Cloud Programming Languages and Infrastructure From Code: An Empirical Study,"Simhandl, Georg","<p>This replication package contains all the data of the study ""Cloud Programming Languages and Infrastructure From Code: An Empirical Study.""<br><br></p>",2024,,10.5281/zenodo.12622490,,publication
Assessment of the adoption of cloud computing system in the Nigeria healthcare sector,"Oluwatosin Ayotomide Olorunfemi, Kehinde Oluwagbenga Falayi, Temitope Abiodun Oriolowo, Stephen Alaba John, Ayodeji Falayi, Chioma Ogechukwu Obi","<div>The Nigeria healthcare sector has potential for disruptive innovations that will help to raise the country's health outcomes using technologies such as cloud computing. However, lack of digitization hinders the effective delivery of healthcare services, making it difficult to track patient information, monitor treatment progress, and allocate resources effectively. This motivated the study to identify the specific healthcare services that can be improved through the adoption of cloud computing. In this study, a Figma software platform was used to design a prototype of the healthcare software while Java was used for building the healthcare software. The prototype can be found here&nbsp;<a href=""https://bit.ly/3owXTZk"">https://bit.ly/3owXTZk</a>. Findings revealed that cloud computing has the potential to surpass existing systems in terms of telemedicine, scheduling, health status monitoring, laboratory testing, and interactive knowledge sharing. The study therefore recommended that the implementation of healthcare software can reduce administrative costs, improve patient outcomes, and enhance patient satisfaction.</div>",2024,"Cloud Computing, Healthcare Sector, Figma Software Platform, Telemedicine, e-Pharmacy",10.5281/zenodo.13222043,,publication
Leveraging Cloud Computing for SMB Growth Strategies and Best Practices,"Rajashekar Reddy Yasani, Karthik Venkatesh Ratnam","<p><span>Using data analysis techniques, investigated CC services, publication trends and outlets, geographical distribution, and the most important adoption factors over the past decade (2011-2020), this paper presents a systematic literature review of the current state of cloud computing adoption (CC) in small and medium enterprises (SMEs). There were 76 items in all that were searched across six databases. Results show that interpretive analysis and Partial Least Squares Structural Equation Modeling (PLS-SEM) were the two most popular methods for analyzing both quantitative and qualitative data. The focus was largely on generic CC services rather than tailored CC solutions for businesses. Over the past decade, there has been a fluctuation in the quantity of publications, with most of them failing to provide any theory at all. Notable journals and magazines included the Journal of Small Business and Enterprise Development and the proceedings of IEEE conferences. While financial savings rank highest among adoption factors, the greatest number of research were conducted in Asia. This study adds to the existing body of knowledge on cloud computing (CC) by shedding light on the methods used for data analysis, the services that CC has been studied, and other important aspects of CC adoption in SMEs. These findings will help to shape future research and the adoption of cloud computing by SMEs.</span></p>",2024,"cloud computing technology (CCT), public clouds, private clouds, hybrid clouds, community clouds, Infrastructure as a Service (IaaS)",10.5281/zenodo.13912724,,publication
Why are large enterprises building private clouds after their journey on public clouds?,"Laxminarayana Korada, Vijay Kartik Sikha","<p><span>Large enterprises transitioning from public cloud to private clouds is a growing trend driven by several key factors. While public clouds offer flexibility and cost-effectiveness, established organizations are increasingly seeking the control and security that private clouds provide. This paper explores the reasons behind this shift, including the challenges associated with public cloud services such as escalating costs, skill shortages, transparency limitations, and security concerns. The advantages of private clouds, including enhanced control, compliance, and performance, are discussed alongside the concept of cloud repatriation&mdash;moving resources back in-house to optimize costs and regulatory compliance. Additionally, the paper examines hybrid cloud solutions as a strategic approach to blend the benefits of both public and private clouds. A case study of Dropbox's migration to a private cloud highlights the practical implications of this transition. Ultimately, the decision for enterprises to adopt private clouds is influenced by their need for greater infrastructure control, security, and tailored operational strategies.</span></p>",2024,"Private Cloud, Public Cloud, Cloud Repatriation, Hybrid Cloud, IT Infrastructure",10.5281/zenodo.13326719,,publication
